date,store,product,qty,price,discount,revenue
2024-01-09,SG-West,Gadget,10,35,0.1,315.0
2024-01-09,SG-West,Doohickey,45,12,0.05,513.0
2024-01-09,SG-North,Widget,23,20,0.1,414.0
2024-01-09,SG-North,Gadget,21,35,0.0,735.0
2024-01-09,SG-North,Doohickey,46,12,0.05,524.4
2024-01-10,SG-East,Widget,22,20,0.0,440.0
2024-01-10,SG-East,Gadget,16,35,0.0,560.0
2024-01-10,SG-East,Doohickey,41,12,0.0,492.0
2024-01-10,SG-West,Widget,10,20,0.1,180.0
2024-01-10,SG-West,Gadget,13,35,0.0,455.0
2024-01-10,SG-West,Doohickey,45,12,0.05,513.0
2024-01-10,SG-North,Widget,17,20,0.0,340.0
2024-01-10,SG-North,Gadget,15,35,0.05,498.75
2024-01-10,SG-North,Doohickey,37,12,0.0,444.0
2024-01-11,SG-East,Widget,24,20,0.0,480.0
2024-01-11,SG-East,Gadget,17,35,0.0,595.0
2024-01-11,SG-East,Doohickey,33,12,0.0,396.0
2024-01-11,SG-West,Widget,28,20,0.0,560.0
2024-01-11,SG-West,Gadget,16,35,0.0,560.0
2024-01-11,SG-West,Doohickey,35,12,0.05,399.0
2024-01-11,SG-North,Widget,13,20,0.1,234.0
2024-01-11,SG-North,Gadget,17,35,0.0,595.0
2024-01-11,SG-North,Doohickey,40,12,0.0,480.0
2024-01-12,SG-East,Widget,24,20,0.05,456.0
2024-01-12,SG-East,Gadget,17,35,0.0,595.0
2024-01-12,SG-East,Doohickey,42,12,0.1,453.6
2024-01-12,SG-West,Widget,27,20,0.0,540.0
2024-01-12,SG-West,Gadget,17,35,0.0,595.0
2024-01-12,SG-West,Doohickey,53,12,0.0,636.0
2024-01-12,SG-North,Widget,27,20,0.0,540.0
2024-01-12,SG-North,Gadget,23,35,0.15,684.25
2024-01-12,SG-North,Doohickey,50,12,0.0,600.0
2024-01-13,SG-East,Widget,17,20,0.0,340.0
2024-01-13,SG-East,Gadget,17,35,0.0,595.0
2024-01-13,SG-East,Doohickey,47,12,0.1,507.6
2024-01-13,SG-West,Widget,22,20,0.05,418.0
2024-01-13,SG-West,Gadget,16,35,0.05,532.0
2024-01-13,SG-West,Doohickey,46,12,0.0,552.0
2024-01-13,SG-North,Widget,23,20,0.0,460.0
2024-01-13,SG-North,Gadget,22,35,0.0,770.0
2024-01-13,SG-North,Doohickey,45,12,0.0,540.0
2024-01-14,SG-East,Widget,33,20,0.1,594.0
2024-01-14,SG-East,Gadget,13,35,0.0,455.0
2024-01-14,SG-East,Doohickey,30,12,0.15,306.0
2024-01-14,SG-West,Widget,36,20,0.05,684.0
2024-01-14,SG-West,Gadget,14,35,0.0,490.0
2024-01-14,SG-West,Doohickey,43,12,0.05,490.2
2024-01-14,SG-North,Widget,30,20,0.0,600.0
2024-01-14,SG-North,Gadget,7,35,0.0,245.0
2024-01-14,SG-North,Doohickey,49,12,0.0,588.0
2024-01-15,SG-East,Widget,19,20,0.05,361.0
2024-01-15,SG-East,Gadget,9,35,0.05,299.25
2024-01-15,SG-East,Doohickey,44,12,0.0,528.0
2024-01-15,SG-West,Widget,23,20,0.1,414.0
2024-01-15,SG-West,Gadget,13,35,0.05,432.25
2024-01-15,SG-West,Doohickey,41,12,0.1,442.8
2024-01-15,SG-North,Widget,18,20,0.0,360.0
2024-01-15,SG-North,Gadget,15,35,0.0,525.0
2024-01-15,SG-North,Doohickey,31,12,0.05,353.4
2024-01-16,SG-East,Widget,23,20,0.1,414.0
2024-01-16,SG-East,Gadget,8,35,0.15,238.0
2024-01-16,SG-East,Doohickey,40,12,0.05,456.0
2024-01-16,SG-West,Widget,24,20,0.0,480.0
2024-01-16,SG-West,Gadget,21,35,0.0,735.0
2024-01-16,SG-West,Doohickey,39,12,0.0,468.0
2024-01-16,SG-North,Widget,20,20,0.0,400.0
2024-01-16,SG-North,Gadget,16,35,0.15,476.0
2024-01-16,SG-North,Doohickey,41,12,0.1,442.8
2024-01-17,SG-East,Widget,28,20,0.1,504.0
2024-01-17,SG-East,Gadget,18,35,0.0,630.0
2024-01-17,SG-East,Doohickey,25,12,0.0,300.0
2024-01-17,SG-West,Widget,19,20,0.0,380.0
2024-01-17,SG-West,Gadget,19,35,0.0,665.0
2024-01-17,SG-West,Doohickey,35,12,0.1,378.0
2024-01-17,SG-North,Widget,31,20,0.0,620.0
2024-01-17,SG-North,Gadget,16,35,0.05,532.0
2024-01-17,SG-North,Doohickey,42,12,0.0,504.0
2024-01-18,SG-East,Widget,28,20,0.05,532.0
2024-01-18,SG-East,Gadget,15,35,0.0,525.0
2024-01-18,SG-East,Doohickey,41,12,0.0,492.0
2024-01-18,SG-West,Widget,18,20,0.05,342.0
2024-01-18,SG-West,Gadget,16,35,0.0,560.0
2024-01-18,SG-West,Doohickey,32,12,0.0,384.0
2024-01-18,SG-North,Widget,26,20,0.0,520.0
2024-01-18,SG-North,Gadget,21,35,0.0,735.0
2024-01-18,SG-North,Doohickey,46,12,0.05,524.4
2024-01-19,SG-East,Widget,25,20,0.0,500.0
2024-01-19,SG-East,Gadget,13,35,0.0,455.0
2024-01-19,SG-East,Doohickey,29,12,0.0,348.0
2024-01-19,SG-West,Widget,19,20,0.05,361.0
2024-01-19,SG-West,Gadget,11,35,0.1,346.5
2024-01-19,SG-West,Doohickey,39,12,0.0,468.0
2024-01-19,SG-North,Widget,20,20,0.0,400.0
2024-01-19,SG-North,Gadget,12,35,0.0,420.0
2024-01-19,SG-North,Doohickey,31,12,0.0,372.0
2024-01-20,SG-East,Widget,23,20,0.05,437.0
2024-01-20,SG-East,Gadget,16,35,0.1,504.0
2024-01-20,SG-East,Doohickey,51,12,0.0,612.0
2024-01-20,SG-West,Widget,30,20,0.0,600.0
2024-01-20,SG-West,Gadget,11,35,0.0,385.0
2024-01-20,SG-West,Doohickey,42,12,0.0,504.0
2024-01-20,SG-North,Widget,29,20,0.0,580.0
2024-01-20,SG-North,Gadget,15,35,0.0,525.0
2024-01-20,SG-North,Doohickey,39,12,0.0,468.0
2024-01-21,SG-East,Widget,21,20,0.0,420.0
2024-01-21,SG-East,Gadget,13,35,0.0,455.0
2024-01-21,SG-East,Doohickey,42,12,0.05,478.8
2024-01-21,SG-West,Widget,25,20,0.0,500.0
2024-01-21,SG-West,Gadget,16,35,0.0,560.0
2024-01-21,SG-West,Doohickey,32,12,0.0,384.0
2024-01-21,SG-North,Widget,27,20,0.0,540.0
2024-01-21,SG-North,Gadget,12,35,0.0,420.0
2024-01-21,SG-North,Doohickey,35,12,0.0,420.0
2024-01-22,SG-East,Widget,22,20,0.1,396.0
2024-01-22,SG-East,Gadget,8,35,0.0,280.0
2024-01-22,SG-East,Doohickey,38,12,0.1,410.4
2024-01-22,SG-West,Widget,30,20,0.0,600.0
2024-01-22,SG-West,Gadget,16,35,0.0,560.0
2024-01-22,SG-West,Doohickey,45,12,0.0,540.0
2024-01-22,SG-North,Widget,24,20,0.0,480.0
2024-01-22,SG-North,Gadget,9,35,0.0,315.0
2024-01-22,SG-North,Doohickey,41,12,0.0,492.0
2024-01-23,SG-East,Widget,25,20,0.0,500.0
2024-01-23,SG-East,Gadget,10,35,0.15,297.5
2024-01-23,SG-East,Doohickey,37,12,0.0,444.0
2024-01-23,SG-West,Widget,28,20,0.0,560.0
2024-01-23,SG-West,Gadget,15,35,0.0,525.0
2024-01-23,SG-West,Doohickey,57,12,0.05,649.8
2024-01-23,SG-North,Widget,35,20,0.0,700.0
2024-01-23,SG-North,Gadget,18,35,0.1,567.0
2024-01-23,SG-North,Doohickey,32,12,0.0,384.0
2024-01-24,SG-East,Widget,19,20,0.1,342.0
2024-01-24,SG-East,Gadget,17,35,0.0,595.0
2024-01-24,SG-East,Doohickey,49,12,0.1,529.2
2024-01-24,SG-West,Widget,24,20,0.0,480.0
2024-01-24,SG-West,Gadget,13,35,0.0,455.0
2024-01-24,SG-West,Doohickey,35,12,0.0,420.0
2024-01-24,SG-North,Widget,26,20,0.05,494.0
2024-01-24,SG-North,Gadget,16,35,0.0,560.0
2024-01-24,SG-North,Doohickey,46,12,0.0,552.0
2024-01-25,SG-East,Widget,32,20,0.0,640.0
2024-01-25,SG-East,Gadget,13,35,0.05,432.25
2024-01-25,SG-East,Doohickey,37,12,0.0,444.0
2024-01-25,SG-West,Widget,31,20,0.0,620.0
2024-01-25,SG-West,Gadget,19,35,0.0,665.0
2024-01-25,SG-West,Doohickey,44,12,0.05,501.6
2024-01-25,SG-North,Widget,28,20,0.0,560.0
2024-01-25,SG-North,Gadget,13,35,0.1,409.5
2024-01-25,SG-North,Doohickey,41,12,0.0,492.0
2024-01-26,SG-East,Widget,36,20,0.0,720.0
2024-01-26,SG-East,Gadget,15,35,0.0,525.0
2024-01-26,SG-East,Doohickey,41,12,0.1,442.8
2024-01-26,SG-West,Widget,28,20,0.0,560.0
2024-01-26,SG-West,Gadget,16,35,0.05,532.0
2024-01-26,SG-West,Doohickey,39,12,0.15,397.8
2024-01-26,SG-North,Widget,31,20,0.1,558.0
2024-01-26,SG-North,Gadget,20,35,0.0,700.0
2024-01-26,SG-North,Doohickey,38,12,0.0,456.0
2024-01-27,SG-East,Widget,30,20,0.0,600.0
2024-01-27,SG-East,Gadget,14,35,0.1,441.0
2024-01-27,SG-East,Doohickey,37,12,0.05,421.8
2024-01-27,SG-West,Widget,24,20,0.0,480.0
2024-01-27,SG-West,Gadget,10,35,0.0,350.0
2024-01-27,SG-West,Doohickey,38,12,0.0,456.0
2024-01-27,SG-North,Widget,26,20,0.0,520.0
2024-01-27,SG-North,Gadget,17,35,0.15,505.75
2024-01-27,SG-North,Doohickey,32,12,0.0,384.0
2024-01-28,SG-East,Widget,26,20,0.05,494.0
2024-01-28,SG-East,Gadget,11,35,0.0,385.0
2024-01-28,SG-East,Doohickey,39,12,0.0,468.0
2024-01-28,SG-West,Widget,29,20,0.0,580.0
2024-01-28,SG-West,Gadget,14,35,0.0,490.0
2024-01-28,SG-West,Doohickey,32,12,0.1,345.6
2024-01-28,SG-North,Widget,36,20,0.0,720.0
2024-01-28,SG-North,Gadget,17,35,0.0,595.0
2024-01-28,SG-North,Doohickey,33,12,0.05,376.2
2024-01-29,SG-East,Widget,21,20,0.0,420.0
2024-01-29,SG-East,Gadget,11,35,0.0,385.0
2024-01-29,SG-East,Doohickey,30,12,0.05,342.0
2024-01-29,SG-West,Widget,23,20,0.0,460.0
2024-01-29,SG-West,Gadget,11,35,0.0,385.0
2024-01-29,SG-West,Doohickey,41,12,0.1,442.8
2024-01-29,SG-North,Widget,30,20,0.0,600.0
2024-01-29,SG-North,Gadget,14,35,0.0,490.0
2024-01-29,SG-North,Doohickey,42,12,0.0,504.0
2024-01-30,SG-East,Widget,24,20,0.1,432.0
2024-01-30,SG-East,Gadget,18,35,0.1,567.0
2024-01-30,SG-East,Doohickey,40,12,0.05,456.0
2024-01-30,SG-West,Widget,24,20,0.0,480.0
2024-01-30,SG-West,Gadget,15,35,0.0,525.0
2024-01-30,SG-West,Doohickey,32,12,0.15,326.4
2024-01-30,SG-North,Widget,25,20,0.0,500.0
2024-01-30,SG-North,Gadget,9,35,0.0,315.0
2024-01-30,SG-North,Doohickey,41,12,0.1,442.8
2024-01-31,SG-East,Widget,20,20,0.0,400.0
2024-01-31,SG-East,Gadget,16,35,0.05,532.0
2024-01-31,SG-East,Doohickey,38,12,0.0,456.0
2024-01-31,SG-West,Widget,13,20,0.05,247.0
2024-01-31,SG-West,Gadget,8,35,0.0,280.0
2024-01-31,SG-West,Doohickey,38,12,0.0,456.0
2024-01-31,SG-North,Widget,28,20,0.0,560.0
2024-01-31,SG-North,Gadget,15,35,0.1,472.5
2024-01-31,SG-North,Doohickey,44,12,0.0,528.0
2024-02-01,SG-East,Widget,21,20,0.0,420.0
2024-02-01,SG-East,Gadget,15,35,0.0,525.0
2024-02-01,SG-East,Doohickey,45,12,0.0,540.0
2024-02-01,SG-West,Widget,28,20,0.05,532.0
2024-02-01,SG-West,Gadget,14,35,0.1,441.0
2024-02-01,SG-West,Doohickey,46,12,0.0,552.0
2024-02-01,SG-North,Widget,26,20,0.0,520.0
2024-02-01,SG-North,Gadget,22,35,0.15,654.5
2024-02-01,SG-North,Doohickey,39,12,0.0,468.0
2024-02-02,SG-East,Widget,30,20,0.05,570.0
2024-02-02,SG-East,Gadget,20,35,0.0,700.0
2024-02-02,SG-East,Doohickey,53,12,0.05,604.2
2024-02-02,SG-West,Widget,34,20,0.0,680.0
2024-02-02,SG-West,Gadget,21,35,0.05,698.25
2024-02-02,SG-West,Doohickey,36,12,0.15,367.2
2024-02-02,SG-North,Widget,35,20,0.1,630.0
2024-02-02,SG-North,Gadget,20,35,0.1,630.0
2024-02-02,SG-North,Doohickey,35,12,0.0,420.0
2024-02-03,SG-East,Widget,28,20,0.05,532.0
2024-02-03,SG-East,Gadget,8,35,0.0,280.0
2024-02-03,SG-East,Doohickey,46,12,0.05,524.4
2024-02-03,SG-West,Widget,32,20,0.0,640.0
2024-02-03,SG-West,Gadget,13,35,0.0,455.0
2024-02-03,SG-West,Doohickey,40,12,0.1,432.0
2024-02-03,SG-North,Widget,24,20,0.05,456.0
2024-02-03,SG-North,Gadget,12,35,0.0,420.0
2024-02-03,SG-North,Doohickey,36,12,0.0,432.0
2024-02-04,SG-East,Widget,13,20,0.15,221.0
2024-02-04,SG-East,Gadget,14,35,0.05,465.5
2024-02-04,SG-East,Doohickey,46,12,0.0,552.0
2024-02-04,SG-West,Widget,24,20,0.0,480.0
2024-02-04,SG-West,Gadget,23,35,0.05,764.75
2024-02-04,SG-West,Doohickey,40,12,0.0,480.0
2024-02-04,SG-North,Widget,20,20,0.05,380.0
2024-02-04,SG-North,Gadget,13,35,0.15,386.75
2024-02-04,SG-North,Doohickey,38,12,0.05,433.2
2024-02-05,SG-East,Widget,19,20,0.0,380.0
2024-02-05,SG-East,Gadget,11,35,0.0,385.0
2024-02-05,SG-East,Doohickey,41,12,0.1,442.8
2024-02-05,SG-West,Widget,21,20,0.1,378.0
2024-02-05,SG-West,Gadget,19,35,0.0,665.0
2024-02-05,SG-West,Doohickey,30,12,0.0,360.0
2024-02-05,SG-North,Widget,21,20,0.0,420.0
2024-02-05,SG-North,Gadget,8,35,0.05,266.0
2024-02-05,SG-North,Doohickey,29,12,0.0,348.0
2024-02-06,SG-East,Widget,25,20,0.1,450.0
2024-02-06,SG-East,Gadget,13,35,0.0,455.0
2024-02-06,SG-East,Doohickey,35,12,0.05,399.0
2024-02-06,SG-West,Widget,27,20,0.1,486.0
2024-02-06,SG-West,Gadget,17,35,0.05,565.25
2024-02-06,SG-West,Doohickey,43,12,0.05,490.2
2024-02-06,SG-North,Widget,32,20,0.1,576.0
2024-02-06,SG-North,Gadget,10,35,0.05,332.5
2024-02-06,SG-North,Doohickey,33,12,0.1,356.4
2024-02-07,SG-East,Widget,25,20,0.0,500.0
2024-02-07,SG-East,Gadget,16,35,0.05,532.0
2024-02-07,SG-East,Doohickey,41,12,0.0,492.0
2024-02-07,SG-West,Widget,29,20,0.15,493.0
2024-02-07,SG-West,Gadget,13,35,0.1,409.5
2024-02-07,SG-West,Doohickey,44,12,0.0,528.0
2024-02-07,SG-North,Widget,28,20,0.0,560.0
2024-02-07,SG-North,Gadget,13,35,0.0,455.0
2024-02-07,SG-North,Doohickey,32,12,0.0,384.0
2024-02-08,SG-East,Widget,25,20,0.05,475.0
2024-02-08,SG-East,Gadget,14,35,0.15,416.5
2024-02-08,SG-East,Doohickey,39,12,0.0,468.0
2024-02-08,SG-West,Widget,30,20,0.0,600.0
2024-02-08,SG-West,Gadget,17,35,0.15,505.75
2024-02-08,SG-West,Doohickey,32,12,0.1,345.6
2024-02-08,SG-North,Widget,24,20,0.0,480.0
2024-02-08,SG-North,Gadget,14,35,0.0,490.0
2024-02-08,SG-North,Doohickey,34,12,0.05,387.6
2024-02-09,SG-East,Widget,23,20,0.0,460.0
2024-02-09,SG-East,Gadget,26,35,0.1,819.0
2024-02-09,SG-East,Doohickey,47,12,0.05,535.8
2024-02-09,SG-West,Widget,18,20,0.1,324.0
2024-02-09,SG-West,Gadget,16,35,0.0,560.0
2024-02-09,SG-West,Doohickey,31,12,0.05,353.4
2024-02-09,SG-North,Widget,24,20,0.0,480.0
2024-02-09,SG-North,Gadget,12,35,0.0,420.0
2024-02-09,SG-North,Doohickey,39,12,0.0,468.0
2024-02-11,SG-East,Widget,28,20,0.0,560.0
2024-02-11,SG-East,Gadget,11,35,0.05,365.75
2024-02-11,SG-East,Doohickey,44,12,0.1,475.2
2024-02-11,SG-West,Widget,14,20,0.05,266.0
2024-02-11,SG-West,Gadget,20,35,0.1,630.0
2024-02-11,SG-West,Doohickey,37,12,0.0,444.0
2024-02-11,SG-North,Widget,32,20,0.1,576.0
2024-02-11,SG-North,Gadget,14,35,0.0,490.0
2024-02-11,SG-North,Doohickey,44,12,0.0,528.0
2024-02-12,SG-East,Widget,21,20,0.1,378.0
2024-02-12,SG-East,Gadget,13,35,0.05,432.25
2024-02-12,SG-East,Doohickey,43,12,0.0,516.0
2024-02-12,SG-West,Widget,28,20,0.15,476.0
2024-02-12,SG-West,Gadget,11,35,0.0,385.0
2024-02-12,SG-West,Doohickey,39,12,0.05,444.6
2024-02-12,SG-North,Widget,29,20,0.0,580.0
2024-02-12,SG-North,Gadget,16,35,0.05,532.0
2024-02-12,SG-North,Doohickey,40,12,0.1,432.0
2024-02-13,SG-East,Widget,24,20,0.0,480.0
2024-02-13,SG-East,Gadget,21,35,0.05,698.25
2024-02-13,SG-East,Doohickey,42,12,0.0,504.0
2024-02-13,SG-West,Widget,20,20,0.15,340.0
2024-02-13,SG-West,Gadget,11,35,0.0,385.0
2024-02-13,SG-West,Doohickey,35,12,0.0,420.0
2024-02-13,SG-North,Widget,25,20,0.0,500.0
2024-02-13,SG-North,Gadget,10,35,0.15,297.5
2024-02-13,SG-North,Doohickey,35,12,0.0,420.0
2024-02-14,SG-East,Widget,29,20,0.15,493.0
2024-02-14,SG-East,Gadget,14,35,0.0,490.0
2024-02-14,SG-East,Doohickey,33,12,0.0,396.0
2024-02-14,SG-West,Widget,30,20,0.0,600.0
2024-02-14,SG-West,Gadget,16,35,0.0,560.0
2024-02-14,SG-West,Doohickey,33,12,0.05,376.2
2024-02-14,SG-North,Widget,27,20,0.1,486.0
2024-02-14,SG-North,Gadget,19,35,0.1,598.5
2024-02-14,SG-North,Doohickey,34,12,0.0,408.0
2024-02-15,SG-East,Widget,15,20,0.1,270.0
2024-02-15,SG-East,Gadget,5,35,0.0,175.0
2024-02-15,SG-East,Doohickey,52,12,0.0,624.0
2024-02-15,SG-West,Widget,13,20,0.15,221.0
2024-02-15,SG-West,Gadget,25,35,0.15,743.75
2024-02-15,SG-West,Doohickey,43,12,0.0,516.0
2024-02-15,SG-North,Widget,25,20,0.05,475.0
2024-02-15,SG-North,Gadget,10,35,0.0,350.0
2024-02-15,SG-North,Doohickey,44,12,0.05,501.6
2024-02-16,SG-East,Widget,40,20,0.05,760.0
2024-02-16,SG-East,Gadget,14,35,0.0,490.0
2024-02-16,SG-East,Doohickey,44,12,0.1,475.2
2024-02-16,SG-West,Widget,28,20,0.05,532.0
2024-02-16,SG-West,Gadget,20,35,0.0,700.0
2024-02-16,SG-West,Doohickey,52,12,0.05,592.8
2024-02-16,SG-North,Widget,20,20,0.0,400.0
2024-02-16,SG-North,Gadget,17,35,0.05,565.25
2024-02-16,SG-North,Doohickey,48,12,0.0,576.0
2024-02-17,SG-East,Widget,23,20,0.05,437.0
2024-02-17,SG-East,Gadget,19,35,0.1,598.5
2024-02-17,SG-East,Doohickey,31,12,0.0,372.0
2024-02-17,SG-West,Widget,22,20,0.0,440.0
2024-02-17,SG-West,Gadget,17,35,0.0,595.0
2024-02-17,SG-West,Doohickey,35,12,0.0,420.0
2024-02-17,SG-North,Widget,16,20,0.05,304.0
2024-02-17,SG-North,Gadget,16,35,0.0,560.0
2024-02-17,SG-North,Doohickey,48,12,0.0,576.0
2024-02-18,SG-East,Widget,23,20,0.0,460.0
2024-02-18,SG-East,Gadget,15,35,0.05,498.75
2024-02-18,SG-East,Doohickey,46,12,0.15,469.2
2024-02-18,SG-West,Widget,33,20,0.1,594.0
2024-02-18,SG-West,Gadget,13,35,0.0,455.0
2024-02-18,SG-West,Doohickey,35,12,0.0,420.0
2024-02-18,SG-North,Widget,30,20,0.0,600.0
2024-02-18,SG-North,Gadget,16,35,0.0,560.0
2024-02-18,SG-North,Doohickey,38,12,0.0,456.0
2024-02-19,SG-East,Widget,28,20,0.0,560.0
2024-02-19,SG-East,Gadget,17,35,0.0,595.0
2024-02-19,SG-East,Doohickey,40,12,0.0,480.0
2024-02-19,SG-West,Widget,36,20,0.1,648.0
2024-02-19,SG-West,Gadget,20,35,0.0,700.0
2024-02-19,SG-West,Doohickey,42,12,0.1,453.6
2024-02-19,SG-North,Widget,33,20,0.0,660.0
2024-02-19,SG-North,Gadget,18,35,0.1,567.0
2024-02-19,SG-North,Doohickey,39,12,0.0,468.0
2024-02-20,SG-East,Widget,27,20,0.0,540.0
2024-02-20,SG-East,Gadget,11,35,0.1,346.5
2024-02-20,SG-East,Doohickey,34,12,0.0,408.0
2024-02-20,SG-West,Widget,27,20,0.0,540.0
2024-02-20,SG-West,Gadget,12,35,0.0,420.0
2024-02-20,SG-West,Doohickey,32,12,0.0,384.0
2024-02-20,SG-North,Widget,24,20,0.05,456.0
2024-02-20,SG-North,Gadget,9,35,0.0,315.0
2024-02-20,SG-North,Doohickey,36,12,0.0,432.0
2024-02-21,SG-East,Widget,32,20,0.0,640.0
2024-02-21,SG-East,Gadget,11,35,0.0,385.0
2024-02-21,SG-East,Doohickey,40,12,0.1,432.0
2024-02-21,SG-West,Widget,21,20,0.1,378.0
2024-02-21,SG-West,Gadget,17,35,0.0,595.0
2024-02-21,SG-West,Doohickey,37,12,0.15,377.4
2024-02-21,SG-North,Widget,27,20,0.05,513.0
2024-02-21,SG-North,Gadget,15,35,0.0,525.0
2024-02-21,SG-North,Doohickey,55,12,0.05,627.0
2024-02-22,SG-East,Widget,20,20,0.0,400.0
2024-02-22,SG-East,Gadget,14,35,0.0,490.0
2024-02-22,SG-East,Doohickey,43,12,0.1,464.4
2024-02-22,SG-West,Widget,21,20,0.0,420.0
2024-02-22,SG-West,Gadget,15,35,0.0,525.0
2024-02-22,SG-West,Doohickey,42,12,0.05,478.8
2024-02-22,SG-North,Widget,29,20,0.0,580.0
2024-02-22,SG-North,Gadget,13,35,0.0,455.0
2024-02-22,SG-North,Doohickey,30,12,0.0,360.0
2024-02-23,SG-East,Widget,22,20,0.0,440.0
2024-02-23,SG-East,Gadget,16,35,0.1,504.0
2024-02-23,SG-East,Doohickey,48,12,0.1,518.4
2024-02-23,SG-West,Widget,18,20,0.0,360.0
2024-02-23,SG-West,Gadget,13,35,0.0,455.0
2024-02-23,SG-West,Doohickey,33,12,0.0,396.0
2024-02-23,SG-North,Widget,30,20,0.1,540.0
2024-02-23,SG-North,Gadget,22,35,0.05,731.5
2024-02-23,SG-North,Doohickey,45,12,0.0,540.0
2024-02-24,SG-East,Widget,23,20,0.0,460.0
2024-02-24,SG-East,Gadget,8,35,0.0,280.0
2024-02-24,SG-East,Doohickey,36,12,0.0,432.0
2024-02-24,SG-West,Widget,17,20,0.0,340.0
